bike_id,start_time,start_time_clock,start_time_hour,start_date,start_month,start_year,start_wday,stop_time,start_station,start_lat,start_long,end_station,end_lat,end_long,type,birth_year,age,gender,use_period,use_duration_mins
26301,2018-03-03T23:18:47Z,18:18:47,18,2018-03-03,Mar,2018,Sat,2018-03-03T23:25:24Z,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1978,40,Male,6M 37.3210000991821S,6.622016668319702
26301,2018-03-04T08:46:27Z,03:46:27,3,2018-03-04,Mar,2018,Sun,2018-03-04T08:54:48Z,3640,40.73367,-74.0625,3281,40.74590996631558,-74.0572714805603,Subscriber,1978,40,Male,8M 21.4700000286102S,8.35783333381017
26301,2018-03-04T22:18:45Z,17:18:45,17,2018-03-04,Mar,2018,Sun,2018-03-04T22:25:37Z,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1978,40,Male,6M 52.0249998569489S,6.867083330949147
26301,2018-03-05T05:08:53Z,00:08:53,0,2018-03-05,Mar,2018,Mon,2018-03-05T05:16:39Z,3640,40.73367,-74.0625,3281,40.74590996631558,-74.0572714805603,Subscriber,1978,40,Male,7M 45.7720000743866S,7.762866667906443
26301,2018-03-05T12:49:36Z,07:49:36,7,2018-03-05,Mar,2018,Mon,2018-03-05T12:55:27Z,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1979,39,Male,5M 50.7279999256134S,5.84546666542689
26301,2018-03-05T23:41:57Z,18:41:57,18,2018-03-05,Mar,2018,Mon,2018-03-05T23:46:10Z,3640,40.73367,-74.0625,3206,40.7311689,-74.0575736,Subscriber,1981,37,Male,4M 13.1700000762939S,4.219500001271566
26301,2018-03-06T02:05:46Z,21:05:46,21,2018-03-05,Mar,2018,Mon,2018-03-06T02:10:12Z,3206,40.7311689,-74.0575736,3207,40.7376037,-74.0524783,Subscriber,1983,35,Male,4M 26.0730001926422S,4.4345500032107035
26301,2018-03-06T13:37:44Z,08:37:44,8,2018-03-06,Mar,2018,Tue,2018-03-06T13:42:21Z,3207,40.7376037,-74.0524783,3640,40.73367,-74.0625,Subscriber,1985,33,Male,4M 37.6219999790192S,4.627033332983653
26301,2018-03-06T23:29:41Z,18:29:41,18,2018-03-06,Mar,2018,Tue,2018-03-06T23:34:26Z,3640,40.73367,-74.0625,3207,40.7376037,-74.0524783,Subscriber,1980,38,Male,4M 45.3229999542236S,4.755383332570394
26301,2018-03-07T03:05:39Z,22:05:39,22,2018-03-06,Mar,2018,Tue,2018-03-07T03:15:19Z,3207,40.7376037,-74.0524783,3280,40.71928220070702,-74.07126188278198,Subscriber,1990,28,Male,9M 39.9930000305176S,9.666550000508627
26301,2018-03-08T15:25:57Z,10:25:57,10,2018-03-08,Mar,2018,Thu,2018-03-08T15:59:22Z,3280,40.71928220070702,-74.07126188278198,3640,40.73367,-74.0625,Subscriber,1953,65,Female,33M 25.3910000324252S,33.42318333387375
26301,2018-03-10T05:27:24Z,00:27:24,0,2018-03-10,Mar,2018,Sat,2018-03-10T05:38:30Z,3640,40.73367,-74.0625,3210,40.742677141,-74.051788633,Subscriber,1995,23,Female,11M 5.91199994087219S,11.09853333234787
26301,2018-03-10T14:08:31Z,09:08:31,9,2018-03-10,Mar,2018,Sat,2018-03-10T14:20:46Z,3210,40.742677141,-74.051788633,3186,40.71958611647166,-74.04311746358871,Subscriber,1995,23,Female,12M 15.4120001792908S,12.256866669654846
26301,2018-03-11T12:57:02Z,08:57:02,8,2018-03-11,Mar,2018,Sun,2018-03-11T20:11:08Z,3207,40.7376037,-74.0524783,3211,40.72152515,-74.046304543,Customer,1982,36,Male,7H 14M 6.29900002479553S,434.1049833337466
26301,2018-03-12T10:58:12Z,06:58:12,6,2018-03-12,Mar,2018,Mon,2018-03-12T11:01:49Z,3211,40.72152515,-74.046304543,3213,40.71848892,-74.047726625,Subscriber,1991,27,Male,3M 37.0789999961853S,3.617983333269755
26301,2018-03-12T11:07:39Z,07:07:39,7,2018-03-12,Mar,2018,Mon,2018-03-12T11:10:15Z,3213,40.71848892,-74.047726625,3186,40.71958611647166,-74.04311746358871,Subscriber,1962,56,Female,2M 36.1049997806549S,2.6017499963442483
26301,2018-03-12T12:16:31Z,08:16:31,8,2018-03-12,Mar,2018,Mon,2018-03-12T12:29:35Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1985,33,Female,13M 3.48199987411499S,13.058033331235249
26301,2018-03-12T22:00:45Z,18:00:45,18,2018-03-12,Mar,2018,Mon,2018-03-12T22:05:35Z,3186,40.71958611647166,-74.04311746358871,3269,40.72601172964625,-74.05038893222809,Subscriber,1986,32,Female,4M 49.5710000991821S,4.826183334986369
26301,2018-03-13T12:16:25Z,08:16:25,8,2018-03-13,Mar,2018,Tue,2018-03-13T12:21:36Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1978,40,Male,5M 11.3300001621246S,5.188833336035411
26301,2018-03-13T20:57:11Z,16:57:11,16,2018-03-13,Mar,2018,Tue,2018-03-13T21:03:48Z,3267,40.7124188237569,-74.03852552175522,3186,40.71958611647166,-74.04311746358871,Subscriber,1989,29,Male,6M 36.9989998340607S,6.616649997234345
26301,2018-03-13T21:45:16Z,17:45:16,17,2018-03-13,Mar,2018,Tue,2018-03-13T21:50:06Z,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1977,41,Female,4M 50.3399999141693S,4.838999998569489
26301,2018-03-13T23:34:40Z,19:34:40,19,2018-03-13,Mar,2018,Tue,2018-03-13T23:40:06Z,3203,40.727595966,-74.044247311,3273,40.721650724879986,-74.04288411140442,Subscriber,1975,43,Female,5M 26.6670000553131S,5.4444500009218855
26301,2018-03-14T04:03:39Z,00:03:39,0,2018-03-14,Mar,2018,Wed,2018-03-14T04:07:44Z,3273,40.721650724879986,-74.04288411140442,3203,40.727595966,-74.044247311,Subscriber,1978,40,Unknown,4M 5.47399997711179S,4.091233332951863
26301,2018-03-14T12:21:59Z,08:21:59,8,2018-03-14,Mar,2018,Wed,2018-03-14T12:26:35Z,3203,40.727595966,-74.044247311,3186,40.71958611647166,-74.04311746358871,Subscriber,1971,47,Male,4M 35.9930000305176S,4.59988333384196
26301,2018-03-14T15:48:13Z,11:48:13,11,2018-03-14,Mar,2018,Wed,2018-03-14T15:52:52Z,3211,40.72152515,-74.046304543,3275,40.71835519823214,-74.03891444206238,Subscriber,1973,45,Male,4M 39.1849999427795S,4.653083332379659
26301,2018-03-15T12:41:33Z,08:41:33,8,2018-03-15,Mar,2018,Thu,2018-03-15T12:46:30Z,3275,40.71835519823214,-74.03891444206238,3183,40.7162469,-74.0334588,Subscriber,1982,36,Male,4M 57.0499999523163S,4.950833332538605
26301,2018-03-15T16:27:07Z,12:27:07,12,2018-03-15,Mar,2018,Thu,2018-03-15T16:31:28Z,3183,40.7162469,-74.0334588,3213,40.71848892,-74.047726625,Subscriber,1986,32,Male,4M 20.9909999370575S,4.349849998950958
26301,2018-03-16T10:49:11Z,06:49:11,6,2018-03-16,Mar,2018,Fri,2018-03-16T10:53:07Z,3213,40.71848892,-74.047726625,3272,40.72333158646436,-74.04595255851744,Subscriber,1962,56,Male,3M 56.2309999465942S,3.9371833324432375
26301,2018-03-16T11:04:35Z,07:04:35,7,2018-03-16,Mar,2018,Fri,2018-03-16T11:09:11Z,3272,40.72333158646436,-74.04595255851744,3205,40.71653978099194,-74.0496379137039,Subscriber,1956,62,Male,4M 35.7969999313354S,4.596616665522258
26301,2018-03-18T14:35:01Z,10:35:01,10,2018-03-18,Mar,2018,Sun,2018-03-18T14:47:56Z,3205,40.71653978099194,-74.0496379137039,3275,40.71835519823214,-74.03891444206238,Subscriber,1980,38,Male,12M 55.5249998569489S,12.925416664282482
26301,2018-03-18T22:58:13Z,18:58:13,18,2018-03-18,Mar,2018,Sun,2018-03-18T23:13:11Z,3275,40.71835519823214,-74.03891444206238,3275,40.71835519823214,-74.03891444206238,Subscriber,1989,29,Male,14M 57.686999797821S,14.961449996630352
26301,2018-03-19T02:19:25Z,22:19:25,22,2018-03-18,Mar,2018,Sun,2018-03-19T02:22:45Z,3275,40.71835519823214,-74.03891444206238,3214,40.7127742,-74.0364857,Subscriber,1989,29,Male,3M 19.6119999885559S,3.3268666664759317
26301,2018-03-19T20:40:51Z,16:40:51,16,2018-03-19,Mar,2018,Mon,2018-03-19T20:46:41Z,3214,40.7127742,-74.0364857,3185,40.7177325,-74.043845,Subscriber,1994,24,Male,5M 50.2720000743866S,5.837866667906443
26301,2018-03-19T23:56:42Z,19:56:42,19,2018-03-19,Mar,2018,Mon,2018-03-20T00:00:56Z,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1988,30,Male,4M 14.1599998474121S,4.235999997456869
26301,2018-03-20T00:25:45Z,20:25:45,20,2018-03-19,Mar,2018,Mon,2018-03-20T00:28:04Z,3203,40.727595966,-74.044247311,3203,40.727595966,-74.044247311,Subscriber,1973,45,Male,2M 19.0039999485016S,2.3167333324750263
26301,2018-03-20T11:50:33Z,07:50:33,7,2018-03-20,Mar,2018,Tue,2018-03-20T11:57:11Z,3203,40.727595966,-74.044247311,3639,40.7192517,-74.034234,Subscriber,1966,52,Male,6M 38.1730000972748S,6.636216668287913
26301,2018-03-20T22:05:34Z,18:05:34,18,2018-03-20,Mar,2018,Tue,2018-03-20T22:12:24Z,3639,40.7192517,-74.034234,3202,40.7272235,-74.0337589,Subscriber,1976,42,Male,6M 49.8949999809265S,6.831583333015442
26301,2018-03-20T22:14:29Z,18:14:29,18,2018-03-20,Mar,2018,Tue,2018-03-20T22:18:22Z,3202,40.7272235,-74.0337589,3639,40.7192517,-74.034234,Subscriber,1990,28,Male,3M 53.3710000514984S,3.8895166675249735
26301,2018-03-21T01:15:12Z,21:15:12,21,2018-03-20,Mar,2018,Tue,2018-03-21T02:02:31Z,3639,40.7192517,-74.034234,3199,40.7287448,-74.0321082,Subscriber,1971,47,Male,47M 19.2469999790192S,47.32078333298365
26301,2018-03-23T01:18:03Z,21:18:03,21,2018-03-22,Mar,2018,Thu,2018-03-23T01:25:10Z,3199,40.7287448,-74.0321082,3272,40.72333158646436,-74.04595255851744,Customer,1969,49,Unknown,7M 7.4539999961853S,7.124233333269755
26301,2018-03-23T01:57:08Z,21:57:08,21,2018-03-22,Mar,2018,Thu,2018-03-23T02:00:02Z,3272,40.72333158646436,-74.04595255851744,3269,40.72601172964625,-74.05038893222809,Subscriber,1989,29,Female,2M 53.2019999027252S,2.8866999983787536
26301,2018-03-23T12:08:14Z,08:08:14,8,2018-03-23,Mar,2018,Fri,2018-03-23T12:12:29Z,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1983,35,Male,4M 14.6579999923706S,4.244299999872843
26301,2018-03-23T20:56:05Z,16:56:05,16,2018-03-23,Mar,2018,Fri,2018-03-23T21:01:16Z,3186,40.71958611647166,-74.04311746358871,3205,40.71653978099194,-74.0496379137039,Subscriber,1966,52,Male,5M 10.75S,5.179166666666666
26301,2018-03-25T12:12:14Z,08:12:14,8,2018-03-25,Mar,2018,Sun,2018-03-25T12:20:17Z,3205,40.71653978099194,-74.0496379137039,3211,40.72152515,-74.046304543,Subscriber,1988,30,Male,8M 3.00000000000006S,8.05
26301,2018-03-26T00:43:30Z,20:43:30,20,2018-03-25,Mar,2018,Sun,2018-03-26T00:45:41Z,3211,40.72152515,-74.046304543,3205,40.71653978099194,-74.0496379137039,Subscriber,1988,30,Male,2M 11.0589997768402S,2.184316662947337
26301,2018-03-26T12:39:19Z,08:39:19,8,2018-03-26,Mar,2018,Mon,2018-03-26T12:43:34Z,3205,40.71653978099194,-74.0496379137039,3186,40.71958611647166,-74.04311746358871,Subscriber,1976,42,Male,4M 15.1160001754761S,4.251933336257935
26301,2018-03-26T16:42:10Z,12:42:10,12,2018-03-26,Mar,2018,Mon,2018-03-26T17:08:47Z,3269,40.72601172964625,-74.05038893222809,3216,40.6970299,-74.0969366,Subscriber,1977,41,Male,26M 36.7089998722076S,26.611816664536793
26301,2018-04-13T13:29:19Z,09:29:19,9,2018-04-13,Apr,2018,Fri,2018-04-13T13:37:16Z,3272,40.72333158646436,-74.04595255851744,3214,40.7127742,-74.0364857,Subscriber,1986,32,Female,7M 56.7210001945496S,7.945350003242493
26301,2018-04-13T18:05:26Z,14:05:26,14,2018-04-13,Apr,2018,Fri,2018-04-13T18:16:00Z,3214,40.7127742,-74.0364857,3209,40.7241765,-74.0506564,Subscriber,1980,38,Female,10M 33.9389998912811S,10.565649998188018
26301,2018-04-13T23:57:59Z,19:57:59,19,2018-04-13,Apr,2018,Fri,2018-04-14T00:11:26Z,3209,40.7241765,-74.0506564,3209,40.7241765,-74.0506564,Subscriber,1990,28,Female,13M 26.933000087738S,13.448883334795633
26301,2018-04-14T02:11:45Z,22:11:45,22,2018-04-13,Apr,2018,Fri,2018-04-14T03:01:52Z,3209,40.7241765,-74.0506564,3213,40.71848892,-74.047726625,Subscriber,1994,24,Male,50M 7.41499996185303S,50.12358333269755
26301,2018-04-14T13:40:59Z,09:40:59,9,2018-04-14,Apr,2018,Sat,2018-04-14T13:48:45Z,3213,40.71848892,-74.047726625,3183,40.7162469,-74.0334588,Subscriber,1959,59,Female,7M 46.0599999427795S,7.7676666657129925
26301,2018-04-14T18:24:43Z,14:24:43,14,2018-04-14,Apr,2018,Sat,2018-04-14T18:36:23Z,3183,40.7162469,-74.0334588,3203,40.727595966,-74.044247311,Subscriber,1986,32,Male,11M 39.5809998512268S,11.65968333085378
26301,2018-04-14T19:39:11Z,15:39:11,15,2018-04-14,Apr,2018,Sat,2018-04-14T19:50:59Z,3203,40.727595966,-74.044247311,3184,40.7141454,-74.0335519,Subscriber,1977,41,Male,11M 47.5880000591278S,11.793133334318798
26301,2018-04-14T19:56:00Z,15:56:00,15,2018-04-14,Apr,2018,Sat,2018-04-14T19:57:43Z,3184,40.7141454,-74.0335519,3183,40.7162469,-74.0334588,Subscriber,1989,29,Male,1M 43.2740001678467S,1.721233336130778
26301,2018-04-14T20:14:08Z,16:14:08,16,2018-04-14,Apr,2018,Sat,2018-04-14T20:42:19Z,3183,40.7162469,-74.0334588,3220,40.734961020009514,-74.0595030784607,Subscriber,1982,36,Male,28M 11.6700000762939S,28.194500001271567
26301,2018-04-19T00:39:00Z,20:39:00,20,2018-04-18,Apr,2018,Wed,2018-04-19T00:45:11Z,3220,40.734961020009514,-74.0595030784607,3207,40.7376037,-74.0524783,Subscriber,1979,39,Male,6M 11.444000005722S,6.1907333334287005
26301,2018-04-19T16:05:15Z,12:05:15,12,2018-04-19,Apr,2018,Thu,2018-04-19T16:10:39Z,3207,40.7376037,-74.0524783,3195,40.73074262530658,-74.06378388404846,Subscriber,1960,58,Male,5M 23.9739999771118S,5.399566666285197
26301,2018-04-19T23:47:27Z,19:47:27,19,2018-04-19,Apr,2018,Thu,2018-04-19T23:50:32Z,3195,40.73074262530658,-74.06378388404846,3194,40.7253399253558,-74.06762212514877,Subscriber,1972,46,Male,3M 5.31799983978271S,3.088633330663045
26301,2018-04-20T19:13:13Z,15:13:13,15,2018-04-20,Apr,2018,Fri,2018-04-20T19:16:36Z,3194,40.7253399253558,-74.06762212514877,3195,40.73074262530658,-74.06378388404846,Subscriber,1992,26,Male,3M 23.0909998416901S,3.384849997361501
26301,2018-04-20T23:59:32Z,19:59:32,19,2018-04-20,Apr,2018,Fri,2018-04-21T00:05:58Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1985,33,Female,6M 26.4120001792908S,6.440200002988179
26301,2018-04-21T21:20:45Z,17:20:45,17,2018-04-21,Apr,2018,Sat,2018-04-21T21:29:37Z,3280,40.71928220070702,-74.07126188278198,3195,40.73074262530658,-74.06378388404846,Subscriber,1964,54,Male,8M 51.789999961853S,8.863166666030883
26301,2018-04-22T00:41:17Z,20:41:17,20,2018-04-21,Apr,2018,Sat,2018-04-22T00:47:32Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1988,30,Male,6M 14.7420001029968S,6.245700001716614
26301,2018-04-22T13:33:58Z,09:33:58,9,2018-04-22,Apr,2018,Sun,2018-04-22T13:37:21Z,3280,40.71928220070702,-74.07126188278198,3194,40.7253399253558,-74.06762212514877,Subscriber,1988,30,Male,3M 23.2739999294281S,3.387899998823802
26301,2018-04-22T13:42:45Z,09:42:45,9,2018-04-22,Apr,2018,Sun,2018-04-22T13:48:46Z,3194,40.7253399253558,-74.06762212514877,3185,40.7177325,-74.043845,Subscriber,1988,30,Male,6M 1.1159999370575S,6.018599998950958
26301,2018-04-22T17:07:24Z,13:07:24,13,2018-04-22,Apr,2018,Sun,2018-04-22T17:17:39Z,3185,40.7177325,-74.043845,3276,40.71458403535893,-74.04281705617905,Customer,1987,31,Female,10M 14.5130000114441S,10.241883333524068
26301,2018-04-22T18:36:17Z,14:36:17,14,2018-04-22,Apr,2018,Sun,2018-04-22T19:54:06Z,3276,40.71458403535893,-74.04281705617905,3186,40.71958611647166,-74.04311746358871,Subscriber,1986,32,Female,1H 17M 48.9679999351501S,77.8161333322525
26301,2018-04-22T20:28:54Z,16:28:54,16,2018-04-22,Apr,2018,Sun,2018-04-22T20:52:59Z,3186,40.71958611647166,-74.04311746358871,3184,40.7141454,-74.0335519,Customer,1969,49,Unknown,24M 5.65499997138977S,24.094249999523164
26301,2018-04-23T15:48:32Z,11:48:32,11,2018-04-23,Apr,2018,Mon,2018-04-23T16:11:25Z,3184,40.7141454,-74.0335519,3184,40.7141454,-74.0335519,Subscriber,1981,37,Male,22M 52.5350000858307S,22.875583334763846
26301,2018-04-23T17:43:41Z,13:43:41,13,2018-04-23,Apr,2018,Mon,2018-04-23T18:00:10Z,3184,40.7141454,-74.0335519,3183,40.7162469,-74.0334588,Subscriber,1973,45,Male,16M 29.3800001144408S,16.489666668574014
26301,2018-04-23T21:37:46Z,17:37:46,17,2018-04-23,Apr,2018,Mon,2018-04-23T21:42:03Z,3183,40.7162469,-74.0334588,3275,40.71835519823214,-74.03891444206238,Subscriber,1986,32,Male,4M 16.5870001316071S,4.276450002193451
26301,2018-04-24T00:20:01Z,20:20:01,20,2018-04-23,Apr,2018,Mon,2018-04-24T00:22:43Z,3275,40.71835519823214,-74.03891444206238,3681,40.71517767732029,-74.03768330812454,Subscriber,1985,33,Female,2M 42.0429999828339S,2.7007166663805644
26301,2018-04-24T03:07:17Z,23:07:17,23,2018-04-23,Apr,2018,Mon,2018-04-24T03:11:28Z,3183,40.7162469,-74.0334588,3276,40.71458403535893,-74.04281705617905,Subscriber,1994,24,Male,4M 11.2969999313355S,4.188283332188925
26301,2018-04-24T10:09:19Z,06:09:19,6,2018-04-24,Apr,2018,Tue,2018-04-24T10:12:06Z,3276,40.71458403535893,-74.04281705617905,3186,40.71958611647166,-74.04311746358871,Subscriber,1980,38,Male,2M 47.3329999446869S,2.7888833324114484
26301,2018-04-24T12:08:54Z,08:08:54,8,2018-04-24,Apr,2018,Tue,2018-04-24T12:14:53Z,3203,40.727595966,-74.044247311,3186,40.71958611647166,-74.04311746358871,Subscriber,1978,40,Female,5M 59.0659999847412S,5.9844333330790205
26301,2018-04-24T15:09:48Z,11:09:48,11,2018-04-24,Apr,2018,Tue,2018-04-24T15:14:21Z,3278,40.72568548362901,-74.04879033565521,3186,40.71958611647166,-74.04311746358871,Subscriber,1982,36,Female,4M 32.9670000076294S,4.549450000127156
26301,2018-04-24T22:58:52Z,18:58:52,18,2018-04-24,Apr,2018,Tue,2018-04-24T23:03:00Z,3186,40.71958611647166,-74.04311746358871,3279,40.721630142638354,-74.04996782541275,Subscriber,1986,32,Male,4M 7.23200011253357S,4.120533335208893
26301,2018-04-25T11:11:13Z,07:11:13,7,2018-04-25,Apr,2018,Wed,2018-04-25T11:14:09Z,3279,40.721630142638354,-74.04996782541275,3186,40.71958611647166,-74.04311746358871,Subscriber,1977,41,Female,2M 55.9079999923706S,2.9317999998728435
26301,2018-04-25T23:43:05Z,19:43:05,19,2018-04-25,Apr,2018,Wed,2018-04-25T23:52:33Z,3275,40.71835519823214,-74.03891444206238,3199,40.7287448,-74.0321082,Subscriber,1986,32,Male,9M 28.4010000228882S,9.473350000381469
26301,2018-04-26T12:19:25Z,08:19:25,8,2018-04-26,Apr,2018,Thu,2018-04-26T12:21:16Z,3199,40.7287448,-74.0321082,3202,40.7272235,-74.0337589,Subscriber,1980,38,Female,1M 51.6619999408722S,1.8610333323478698
26301,2018-04-26T15:07:25Z,11:07:25,11,2018-04-26,Apr,2018,Thu,2018-04-26T15:09:31Z,3202,40.7272235,-74.0337589,3199,40.7287448,-74.0321082,Subscriber,1986,32,Male,2M 6.08500003814699S,2.1014166673024497
26301,2018-04-26T17:53:35Z,13:53:35,13,2018-04-26,Apr,2018,Thu,2018-04-26T17:55:17Z,3199,40.7287448,-74.0321082,3202,40.7272235,-74.0337589,Subscriber,1980,38,Female,1M 42.9070000648499S,1.7151166677474976
26301,2018-04-26T21:25:09Z,17:25:09,17,2018-04-26,Apr,2018,Thu,2018-04-26T21:57:00Z,3202,40.7272235,-74.0337589,3183,40.7162469,-74.0334588,Subscriber,1984,34,Female,31M 50.5859999656677S,31.843099999427796
26301,2018-04-26T22:11:40Z,18:11:40,18,2018-04-26,Apr,2018,Thu,2018-04-26T22:17:06Z,3183,40.7162469,-74.0334588,3276,40.71458403535893,-74.04281705617905,Subscriber,1988,30,Male,5M 26.4400000572205S,5.440666667620341
26301,2018-04-27T13:21:51Z,09:21:51,9,2018-04-27,Apr,2018,Fri,2018-04-27T13:31:42Z,3276,40.71458403535893,-74.04281705617905,3638,40.7242941,-74.0354826,Subscriber,1982,36,Male,9M 51.2170000076294S,9.853616666793823
26301,2018-05-08T02:21:06Z,22:21:06,22,2018-05-07,May,2018,Mon,2018-05-08T02:29:36Z,3195,40.73074262530658,-74.06378388404846,3280,40.71928220070702,-74.07126188278198,Subscriber,1953,65,Female,8M 29.4969999790192S,8.491616666316986
26301,2018-05-08T14:13:56Z,10:13:56,10,2018-05-08,May,2018,Tue,2018-05-08T14:21:56Z,3280,40.71928220070702,-74.07126188278198,3195,40.73074262530658,-74.06378388404846,Subscriber,1953,65,Female,7M 59.8529999256134S,7.997549998760223
26301,2018-05-08T21:56:41Z,17:56:41,17,2018-05-08,May,2018,Tue,2018-05-08T22:04:54Z,3195,40.73074262530658,-74.06378388404846,3193,40.7246050998869,-74.07840594649315,Subscriber,1984,34,Male,8M 12.1689999103546S,8.202816665172577
26301,2018-05-10T10:31:19Z,06:31:19,6,2018-05-10,May,2018,Thu,2018-05-10T10:39:19Z,3193,40.7246050998869,-74.07840594649315,3195,40.73074262530658,-74.06378388404846,Subscriber,1984,34,Male,7M 59.3399999141693S,7.988999998569488
26301,2018-05-10T22:03:14Z,18:03:14,18,2018-05-10,May,2018,Thu,2018-05-10T22:12:28Z,3195,40.73074262530658,-74.06378388404846,3210,40.742677141,-74.051788633,Subscriber,1984,34,Male,9M 14.2820000648499S,9.238033334414164
26301,2018-05-11T14:57:29Z,10:57:29,10,2018-05-11,May,2018,Fri,2018-05-11T15:02:12Z,3210,40.742677141,-74.051788633,3640,40.73367,-74.0625,Subscriber,1978,40,Male,4M 42.6689999103546S,4.711149998505911
26301,2018-05-11T21:58:45Z,17:58:45,17,2018-05-11,May,2018,Fri,2018-05-11T22:05:09Z,3640,40.73367,-74.0625,3212,40.734785818,-74.050443636,Subscriber,1986,32,Female,6M 24.555999994278S,6.409266666571299
26301,2018-05-12T22:02:32Z,18:02:32,18,2018-05-12,May,2018,Sat,2018-05-12T22:19:51Z,3212,40.734785818,-74.050443636,3187,40.7211236,-74.03805095,Customer,1996,22,Male,17M 19.2740001678467S,17.321233336130778
